Rating,Parent Asin,Main Category,Product Title,Retailer,Review,Word Count,Sentence Count,Sentiment Score,Disgust,Neutral,Surprise,Sadness,Anger,Fear,Joy,Dominant Emotion,Not as Expected,Damaged,Returns,Taste and Flavour,Size and Quantity,Freshness,Price,Packaging,Quality,Delivery,Ingredients,Value for Money,Expiration Date,Easy to Use,Dominant Topic
1,B07W4FJZ6D,Grocery,"Taylors of Harrogate Lapsang Souchong, 50 Teabags",Taylors of Harrogate,"Too bland and weak. This tea had a very weak flavor. I like a very strong, robust flavor breakfast tea because I do not use any milk, cream, or sweetener. But this tea tasted more bland than any breakfast tea I have ever tasted before. It was so horrible that I dumped the cup out after one sip and threw away the box.",63,5,1,0.9536610841751099,0.007247152738273144,0.001721802749671042,0.011658447794616222,0.003384341485798359,0.021649524569511414,0.0006776527152396739,Disgust,0.9848510026931763,0.9829021096229553,0.5559711456298828,0.9824930429458618,0.40591832995414734,0.6426239013671875,0.6085769534111023,0.8690329790115356,0.4802071452140808,0.4394133687019348,0.5672560334205627,0.3643917143344879,0.3085443377494812,0.348258912563324,Not as Expected
1,B09QHCT8S9,Grocery,"Walden Farms French Vanilla Coffee Creamer 12 oz Bottle (Pack of 6) Rich & Creamy | Fresh and Flavorful | Vegan, Paleo and Keto Friendly | Non-Dairy Milk Substitute | 0g Net Carbs | For Coffee | Tea | Smoothies | Breakfast Bowl and More",Walden Farms,"I really wanted to like it! I tasted it and poured it down the drain. This may sound strange but it tasted like plastic and had a very strong after-taste. It's hard to describe, but it had a chemical-plastic-metallic taste. I really wanted to like this product since I am embarking on a sugar free diet, but this was not for me.",65,5,2,0.7306484580039978,0.09319968521595001,0.05944379046559334,0.007681829389184713,0.009028561413288116,0.015503529459238052,0.08449417352676392,Disgust,0.9825454950332642,0.5299258828163147,0.5364273190498352,0.8237779140472412,0.3566153645515442,0.5029252171516418,0.41750311851501465,0.4062255024909973,0.5214073657989502,0.42710962891578674,0.5160733461380005,0.2612523138523102,0.3502384126186371,0.054374147206544876,Not as Expected
1,B072XZVSZ8,Grocery,"VitaCup Vitamin Infused Medium Roast Coffee Pods 16ct w/ Vitamins B12, B9, B6, B5, B1, & D3 For Energy in Recyclable Single Serve Pod Compatible with K-Cup Brewers Including Keurig 2.0",VitaCup,"NOT a crowd pleaser. The taste of this is strong and somewhat bitter. I did not experience any benefit that I could tell from drinking it, after a week I just tossed it.",33,3,2,0.5941596627235413,0.11208076030015945,0.0035095124039798975,0.022574489936232567,0.2630540430545807,0.0027465475723147392,0.0018749171867966652,Disgust,0.9977943897247314,0.9061956405639648,0.7633652687072754,0.9377278685569763,0.3926559090614319,0.42378169298171997,0.5621212720870972,0.3256215453147888,0.07463021576404572,0.46023309230804443,0.47323688864707947,0.11197543889284134,0.35738372802734375,0.0019632813055068254,Not as Expected
1,B09GQHLWS7,Grocery,"Campbell's Condensed Kids Soup, Disney Frozen 2, Frozen- shaped pasta in chicken soup, 10.5 Ounce Can",Campbell's,Not great soup. Lack luster soup and you can’t even make out the character shapes. Could be any Disney character,20,3,2,0.3252289593219757,0.427141398191452,0.028635753318667412,0.18606217205524445,0.02366449311375618,0.006437419913709164,0.0028297756798565388,Neutral,0.9863451719284058,0.9932060837745667,0.01020605769008398,0.07901039719581604,0.039165571331977844,0.008544615469872952,0.00685412622988224,0.002108104759827256,0.000905234192032367,0.027066266164183617,0.03730112686753273,0.013931741937994957,0.012126794084906578,0.000330234644934535,Damaged
1,B01L0JHARU,Grocery,Accoutrements Novelty Christmas Candy Cane Gag Gift - Coffee Flavor - 6 Per Box,Accoutrements,VERY DISAPPOINTED!! I ordered 4 boxes of these and ... VERY DISAPPOINTED!! I ordered 4 boxes of these and they didn’t taste like coffee and were “sticky” like they were OLD candy. I’m sorry I wasted my money on them..,39,5,1,0.17490720748901367,0.10452576726675034,0.3414299786090851,0.31549492478370667,0.04553459957242012,0.009847892448306084,0.008259656839072704,Surprise,0.9912633895874023,0.9896713495254517,0.8657721877098083,0.9529309868812561,0.9716254472732544,0.6027054190635681,0.7606163620948792,0.5354691743850708,0.05267727002501488,0.754491925239563,0.47751185297966003,0.14609330892562866,0.3192649185657501,0.004900898318737745,Not as Expected
1,B0759B7KLH,Grocery,"BEN'S ORIGINAL Ready Rice Cheese Risotto Flavored Rice, Easy Dinner Side, 8.5 oz Pouch (Pack of 12)",BEN'S ORIGINAL,They only sent me 1 bag of rice. I purchased the 12 pack but only received one bag. They bag I got was old. Don’t buy this.,27,4,1,0.054458800703287125,0.7034800052642822,0.04346464201807976,0.1317199021577835,0.05887296050786972,0.00505948206409812,0.0029441644437611103,Neutral,0.9979677796363831,0.9909555912017822,0.9348486661911011,0.5355011224746704,0.9768290519714355,0.5957905054092407,0.9015034437179565,0.9498059153556824,0.0704861432313919,0.9388404488563538,0.6160345673561096,0.7936654090881348,0.8845232725143433,0.05498804897069931,Not as Expected
1,B0BYV3H1KR,Grocery,Frooties Grape Purple 1 bag,Tootsie Roll,"Greasy, tasteless candy. I am not very fond of this candy. The candy has a greasy feel to it when chewing it, and the flavor is not intense enough. I paid too much money for candy I will probably give away.",41,4,2,0.4554278254508972,0.31372594833374023,0.00504378043115139,0.013701653108000755,0.00579839525744319,0.0052185081876814365,0.20108383893966675,Disgust,0.953819990158081,0.9155662655830383,0.5095093250274658,0.9280886650085449,0.3763425052165985,0.4928077459335327,0.6919388771057129,0.2996034324169159,0.26797595620155334,0.5066587924957275,0.4521629512310028,0.7125606536865234,0.33950385451316833,0.14569421112537384,Not as Expected
1,B0BWKWH342,Grocery,"Hormel Chili With Bean & DINTY MOORE Beef Stew Variety Pack, 15 oz. cans (8-pack)",Hormel Chili,No top of the can latch. Picture of the product on Amazon showed the can has latched top. No top of the can LATCH Picture of product on Amazon order page showed the product has latch reason I ordered the product.,41,3,1,0.011401522904634476,0.8476158380508423,0.08888072520494461,0.03534318506717682,0.009420836344361305,0.004101936239749193,0.0032360153272747993,Neutral,0.9965720772743225,0.7705111503601074,0.09913576394319534,0.43610844016075134,0.2349030077457428,0.354199081659317,0.5225551128387451,0.505381166934967,0.7144733667373657,0.5742117762565613,0.23842644691467285,0.7183711528778076,0.07631839066743851,0.3444773554801941,Not as Expected
1,B0B5HNKNG6,Grocery,"Laffy Taffy Stretchy & Tangy Strawberry, 1.5 Ounce - 24 Count (Pack of 1) (12124993)",Laffy Taffy,Don’t purchase from this company. Horrible. The video another customer purchased says it all. I’m happy for that customer….I ordered cherry also. Now I have $25 worth of a flavor I don’t like and it’s not fresh.,38,6,1,0.09087087959051132,0.03288615867495537,0.027518700808286667,0.034127041697502136,0.007512970361858606,0.5902799367904663,0.21680431067943573,Fear,0.8895063996315002,0.9353025555610657,0.11245639622211456,0.6976103186607361,0.06541953980922699,0.2691172957420349,0.47192952036857605,0.10333981364965439,0.006619555409997702,0.42650845646858215,0.10960636287927628,0.017976555973291397,0.2698269784450531,0.0024677393957972527,Damaged
1,B08HG5Y2K3,Grocery,"SUPERSEEDZ Vermont Maple Sugar & Sea Salt Pumpkin Seeds, 4 OZ",SuperSeedz,Not as good as it sounds. I was very disappointed trying these. The flavor was like maybe sprinkling the sugar from one not so great maple oatmeal packet on a cup or so of pumpkin seeds. Pumpkin seeds also did not taste like they were toasted but also didn’t taste raw.,51,4,2,0.6937013864517212,0.15957403182983398,0.011215141043066978,0.11512486636638641,0.00864830706268549,0.005545449443161488,0.00619088439270854,Disgust,0.9959242343902588,0.7760313153266907,0.383757621049881,0.951542317867279,0.33629828691482544,0.35714516043663025,0.4759100079536438,0.5440389513969421,0.03217518329620361,0.2828492224216461,0.4942270815372467,0.06346433609724045,0.10239094495773315,0.04481380805373192,Not as Expected
1,B07B6C21WR,Grocery,"LATTA EGG RANCH Brown Large Grade A Eggs, 18 CT",Latta Egg Ranch,"No expiration date was listed on the carton. I definitely will NOT purchase this brand of eggs again. They arrived warm from sitting too long in a hot delivery vehicle. There was *NO EXPIRATION DATE* listed anywhere on the carton. I even used a lighted magnifying glass, but no date was listed on the outside nor on the inside of the carton. Also, the carton arrived damp and was too flimsy to sufficiently support the eggs.I had to throw the eggs away since I didn't know if they would be safe to eat.I definitely don't recommend this product brand.",99,6,1,0.19103635847568512,0.6223203539848328,0.023868070915341377,0.10539692640304565,0.027257490903139114,0.02723773755133152,0.002883066888898611,Neutral,0.9815095663070679,0.9837417602539062,0.8923934102058411,0.8343318104743958,0.7856520414352417,0.8410927057266235,0.7361205816268921,0.9267024993896484,0.7425562143325806,0.9392625093460083,0.6982667446136475,0.3195344805717468,0.9759328365325928,0.4448350965976715,Damaged
1,B07NQJ61L7,Grocery,Golden Barrel Blackstrap Molasses (Gallon),GOLDEN BARREL,"Watery,. I take 3 tablespoons each day because of my iron deficiency anemia. There is another brand thicker and so has more iron per tablespoon",25,3,3,0.08264358341693878,0.8407691121101379,0.012093826197087765,0.03188071772456169,0.016394121572375298,0.004460830241441727,0.011757726781070232,Neutral,0.7154043912887573,0.5349934697151184,0.1275467872619629,0.12019611895084381,0.8077848553657532,0.24777036905288696,0.3191455900669098,0.1066264659166336,0.1880025714635849,0.21370506286621094,0.2968742251396179,0.4212459325790405,0.14426358044147491,0.024646703153848648,Size and Quantity
